tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan ,kewarganegaraan,jenis_kelamin,jumlah
2020,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,WNA,Laki-Laki,0
2020,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,WNA,Laki-Laki,0
2020,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,WNA,Laki-Laki,0
2020,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,WNA,Laki-Laki,11
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,DURI PULO,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,WNA,Laki-Laki,20
2020,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,WNA,Laki-Laki,14
2020,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,WNA,Laki-Laki,43
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,WNA,Laki-Laki,9
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,WNA,Laki-Laki,59
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,WNA,Laki-Laki,8
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,WNA,Laki-Laki,20
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,WNA,Laki-Laki,10
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,WNA,Laki-Laki,17
2020,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,WNA,Laki-Laki,12
2020,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,WNA,Laki-Laki,14
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,WNA,Laki-Laki,11
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,WNA,Laki-Laki,12
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,WNA,Laki-Laki,30
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,WNA,Laki-Laki,12
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,WNA,Laki-Laki,16
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,WNA,Laki-Laki,17
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,WNA,Laki-Laki,13
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,WNA,Laki-Laki,26
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,WNA,Laki-Laki,30
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,WNA,Laki-Laki,11
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,WNA,Laki-Laki,48
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,WNA,Laki-Laki,33
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,WNA,Laki-Laki,29
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,WNA,Laki-Laki,58
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALI BARU,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,WNA,Laki-Laki,25
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,WNA,Laki-Laki,30
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,WNA,Laki-Laki,33
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,WNA,Laki-Laki,19
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,WNA,Laki-Laki,39
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,WNA,Laki-Laki,94
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,WNA,Laki-Laki,8
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,WNA,Laki-Laki,8
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,WNA,Laki-Laki,37
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,WNA,Laki-Laki,8
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,WNA,Laki-Laki,8
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,WNA,Laki-Laki,65
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,WNA,Laki-Laki,8
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,WNA,Laki-Laki,9
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KERENDANG,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,WNA,Laki-Laki,17
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,WNA,Laki-Laki,12
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,WNA,Laki-Laki,11
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,WNA,Laki-Laki,13
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,WNA,Laki-Laki,18
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,WNA,Laki-Laki,14
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,WNA,Laki-Laki,14
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,WNA,Laki-Laki,12
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,SLIPI,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,JATI PULO,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,KEMANGGISAN,WNA,Laki-Laki,21
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,WNA,Laki-Laki,9
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,WNA,Laki-Laki,19
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,WNA,Laki-Laki,27
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,WNA,Laki-Laki,9
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,WNA,Laki-Laki,40
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,WNA,Laki-Laki,14
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,WNA,Laki-Laki,28
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,WNA,Laki-Laki,15
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,WNA,Laki-Laki,29
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,WNA,Laki-Laki,26
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,WNA,Laki-Laki,117
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,WNA,Laki-Laki,32
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,WNA,Laki-Laki,11
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,WNA,Laki-Laki,10
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,WNA,Laki-Laki,47
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,WNA,Laki-Laki,15
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,WNA,Laki-Laki,30
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,WNA,Laki-Laki,14
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,WNA,Laki-Laki,62
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,WNA,Laki-Laki,48
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,WNA,Laki-Laki,42
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,WNA,Laki-Laki,80
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,WNA,Laki-Laki,43
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,WNA,Laki-Laki,18
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,WNA,Laki-Laki,11
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,WNA,Laki-Laki,53
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,WNA,Laki-Laki,11
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,WNA,Laki-Laki,31
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,WNA,Laki-Laki,12
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,WNA,Laki-Laki,10
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,WNA,Laki-Laki,30
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,WNA,Laki-Laki,20
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,WNA,Laki-Laki,10
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,WNA,Laki-Laki,51
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,WNA,Laki-Laki,11
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,WNA,Laki-Laki,17
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,WNA,Laki-Laki,9
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,WNA,Laki-Laki,29
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,WNA,Laki-Laki,12
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,WNA,Laki-Laki,12
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,WNA,Laki-Laki,25
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,WNA,Laki-Laki,9
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,WNA,Laki-Laki,18
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,WNA,Laki-Laki,9
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,WNA,Laki-Laki,14
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,DUKUH,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,WNA,Laki-Laki,7
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,WNA,Laki-Laki,4
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CAWANG,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,WNA,Laki-Laki,6
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,WNA,Laki-Laki,5
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,WNA,Laki-Laki,9
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,WNA,Laki-Laki,2
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,WNA,Laki-Laki,9
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,WNA,Laki-Laki,3
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,WNA,Laki-Laki,8
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,WNA,Laki-Laki,1
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,WNA,Laki-Laki,0
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,WNA,Laki-Laki,1
